id;check;state;time
2527;2640;0;21:07:51
2528;2640;1;21:29:53
2529;2642;0;07:35:51
2530;2642;1;15:43:15
2531;2643;0;17:24:45
2532;2643;2;21:45:02
2533;2648;0;13:40:44
2534;2648;1;15:54:47
2535;2649;0;09:31:07
2536;2649;2;12:15:02
2537;2650;0;11:19:09
2538;2650;2;13:35:33
2539;2652;0;21:24:23
2540;2652;1;23:15:45
2541;2654;0;03:13:33
2542;2654;1;17:40:54
2543;2659;0;12:51:48
2544;2659;2;21:28:59
2545;2660;0;18:52:20
2546;2660;1;19:08:12
2547;2664;0;20:45:50
2548;2664;1;22:12:15
2549;2666;0;00:52:35
2550;2666;2;01:13:26
2551;2667;0;05:10:42
2552;2667;2;05:13:29
2553;2668;0;12:26:55
2554;2668;2;21:17:06
2555;2670;0;15:20:26
2556;2670;1;20:20:20
2557;2671;0;00:18:23
2558;2671;1;04:46:50
2559;2672;0;21:34:23
2560;2672;1;22:41:21
2561;2673;0;12:30:54
2562;2673;1;20:10:04
2563;2678;0;14:03:23
2564;2678;2;14:32:39
2565;2679;0;18:35:28
2566;2679;1;19:31:44
2567;2681;0;15:58:08
2568;2681;2;16:57:50
2569;2684;0;15:56:12
2570;2684;2;22:59:19
2571;2690;0;11:24:35
2572;2690;2;15:17:48
2573;2692;0;13:38:48
2574;2692;1;20:01:30
2575;2693;0;02:44:09
2576;2693;1;04:12:55
2577;2694;0;07:48:12
2578;2694;2;18:16:38
2579;2697;0;06:39:26
2580;2697;2;08:30:02
2581;2698;0;03:55:41
2582;2698;2;23:02:21
2583;2700;0;11:14:58
2584;2700;2;17:48:53
2585;2701;0;23:53:37
2586;2701;2;23:58:27
2587;2703;0;02:56:54
2588;2703;1;04:23:43
2589;2704;0;22:16:36
2590;2704;2;23:26:44
2591;2706;0;10:14:31
2592;2706;2;16:37:15
2593;2711;0;08:29:32
2594;2711;2;12:15:47
2595;2713;0;21:12:17
2596;2713;1;21:52:52
2597;2714;0;19:07:50
2598;2714;2;22:38:30
2599;2715;0;21:30:43
2600;2715;2;23:26:04
2601;2716;0;16:47:53
2602;2716;2;20:38:14
2603;2717;0;14:37:12
2604;2717;2;22:24:04
2605;2718;0;10:45:39
2606;2718;1;20:52:09
2607;2719;0;18:54:30
2608;2719;1;23:19:28
2609;2722;0;04:21:38
2610;2722;1;18:12:49
2611;2725;0;01:21:08
2612;2725;2;18:02:40
2613;2728;0;04:28:21
2614;2728;1;08:54:37
2615;2729;0;00:50:02
2616;2729;2;09:21:27
2617;2730;0;19:04:33
2618;2730;1;20:29:37
2619;2734;0;00:16:14
2620;2734;1;09:01:06
2621;2735;0;05:01:09
2622;2735;1;17:54:05
2623;2736;0;23:27:06
2624;2736;2;23:28:24
2625;2739;0;09:17:46
2626;2739;2;16:27:25
2627;2743;0;10:53:55
2628;2743;2;17:40:30
2629;2745;0;17:12:59
2630;2745;2;19:28:47
2631;2746;0;19:14:08
2632;2746;1;19:45:02
2633;2748;0;15:01:25
2634;2748;1;21:18:54
2635;2750;0;17:12:03
2636;2750;2;21:48:44
2637;2751;0;10:10:33
2638;2751;1;15:25:35
2639;2752;0;17:03:25
2640;2752;1;20:20:42
2641;2754;0;14:32:25
2642;2754;2;21:36:43
2643;2756;0;00:15:39
2644;2756;2;13:38:05
2645;2757;0;17:06:45
2646;2757;2;19:01:14
2647;2758;0;09:32:17
2648;2758;1;20:26:57
2649;2760;0;11:54:36
2650;2760;2;17:28:53
2651;2762;0;23:38:16
2652;2762;1;23:42:03
2653;2764;0;05:33:41
2654;2764;2;16:27:39
2655;2765;0;04:46:47
2656;2765;1;12:46:58
2657;2767;0;15:25:45
2658;2767;1;19:52:39
2659;2770;0;02:24:30
2660;2770;1;21:56:27
2661;2772;0;14:48:44
2662;2772;2;19:34:42
2663;2773;0;15:15:27
2664;2773;2;19:39:48
2665;2775;0;04:10:42
2666;2775;1;17:46:56
2667;2776;0;02:26:02
2668;2776;2;08:04:32
2669;2777;0;17:14:59
2670;2777;1;22:32:25
2671;2781;0;08:14:02
2672;2781;1;16:18:19
2673;2783;0;12:56:08
2674;2783;2;19:37:16
2675;2787;0;08:33:01
2676;2787;2;12:08:57
2677;2788;0;07:04:47
2678;2788;1;23:20:37
2679;2789;0;03:07:06
2680;2789;2;11:28:06
2681;2791;0;06:27:07
2682;2791;1;15:49:02
2683;2792;0;01:21:41
2684;2792;1;08:29:49
2685;2794;0;12:59:57
2686;2794;2;18:50:13
2687;2795;0;17:40:04
2688;2795;2;23:28:19
2689;2796;0;18:44:12
2690;2796;1;20:58:41
2691;2800;0;23:36:51
2692;2800;1;23:37:04
2693;2801;0;08:39:57
2694;2801;2;22:17:12
2695;2802;0;00:49:25
2696;2802;1;10:25:32
2697;2804;0;08:38:39
2698;2804;2;20:55:06
2699;2806;0;00:24:52
2700;2806;2;13:09:27
2701;2809;0;13:30:18
2702;2809;1;18:16:19
2703;2810;0;08:35:50
2704;2810;1;17:55:56
2705;2811;0;19:03:34
2706;2811;2;21:53:00
2707;2812;0;11:03:33
2708;2812;2;23:56:39
2709;2814;0;05:08:25
2710;2814;2;10:13:48
2711;2816;0;10:14:21
2712;2816;2;13:23:23
2713;2817;0;17:01:20
2714;2817;1;18:51:49
2715;2818;0;02:53:11
2716;2818;2;11:30:56
2717;2820;0;05:14:06
2718;2820;2;06:46:45
2719;2821;0;17:57:31
2720;2821;2;20:23:51
2721;2822;0;11:16:29
2722;2822;1;17:42:37
2723;2824;0;12:55:39
2724;2824;2;16:59:45
2725;2828;0;15:19:32
2726;2828;1;16:38:31
2727;2831;0;03:25:48
2728;2831;2;07:42:46
2729;2832;0;15:39:49
2730;2832;1;19:52:08
2731;2838;0;23:37:02
2732;2838;2;23:46:50
2733;2840;0;03:50:12
2734;2840;1;04:15:15
2735;2842;0;16:48:21
2736;2842;1;19:33:29
2737;2845;0;13:14:28
2738;2845;1;19:19:26
2739;2846;0;15:53:53
2740;2846;2;16:55:15
2741;2847;0;23:23:08
2742;2847;2;23:47:24
2743;2848;0;07:27:45
2744;2848;2;12:04:55
2745;2855;0;02:24:40
2746;2855;1;06:21:22
2747;2856;0;19:57:28
2748;2856;2;23:59:55
2749;2858;0;11:21:13
2750;2858;2;22:38:33
2751;2860;0;21:20:09
2752;2860;2;21:39:38
2753;2862;0;10:31:08
2754;2862;1;20:14:02
2755;2863;0;21:09:29
2756;2863;2;23:02:24
2757;2867;0;22:03:10
2758;2867;1;22:22:02
2759;2869;0;00:52:46
2760;2869;1;18:17:19
2761;2871;0;09:18:53
2762;2871;1;10:30:45
2763;2872;0;16:36:54
2764;2872;2;23:29:33
2765;2873;0;21:19:35
2766;2873;1;23:27:29
2767;2874;0;21:12:11
2768;2874;2;22:55:08
2769;2876;0;22:33:55
2770;2876;2;23:45:27
2771;2878;0;14:49:58
2772;2878;2;16:20:44
2773;2879;0;12:33:53
2774;2879;1;20:21:11
2775;2882;0;21:56:23
2776;2882;1;22:15:17
2777;2883;0;12:39:41
2778;2883;1;16:58:09
2779;2884;0;14:26:55
2780;2884;2;22:22:55
2781;2888;0;19:09:59
2782;2888;1;22:45:14
2783;2892;0;23:08:57
2784;2892;2;23:10:47
2785;2895;0;15:14:59
2786;2895;1;16:09:58
2787;2896;0;07:19:30
2788;2896;1;23:48:18
2789;2897;0;22:21:45
2790;2897;2;23:22:29
2791;2901;0;22:53:56
2792;2901;1;23:48:51
2793;2902;0;07:01:45
2794;2902;2;17:14:40
2795;2904;0;11:39:02
2796;2904;1;23:07:44
2797;2905;0;10:31:02
2798;2905;2;12:44:51
2799;2913;0;20:08:09
2800;2913;2;23:35:41
2801;2916;0;10:08:41
2802;2916;1;11:04:31
2803;2920;0;23:47:49
2804;2920;1;23:51:11
2805;2923;0;14:22:18
2806;2923;1;17:22:46
2807;2929;0;17:08:07
2808;2929;1;20:24:20
2809;2930;0;02:59:53
2810;2930;1;06:28:45
2811;2938;0;09:42:44
2812;2938;1;17:50:46
2813;2940;0;01:58:17
2814;2940;2;12:50:32
2815;2942;0;11:52:29
2816;2942;2;14:32:32
2817;2945;0;17:48:52
2818;2945;2;20:15:33
2819;2946;0;13:38:15
2820;2946;2;23:39:49
2821;2951;0;11:39:07
2822;2951;2;17:19:01
2823;2952;0;06:11:44
2824;2952;1;23:45:38
2825;2954;0;21:16:09
2826;2954;2;22:51:58
2827;2955;0;19:26:50
2828;2955;2;20:13:28
2829;2956;0;07:31:59
2830;2956;1;09:47:24
2831;2957;0;02:47:48
2832;2957;1;20:53:49
2833;2958;0;04:13:43
2834;2958;1;16:21:37
2835;2959;0;13:05:28
2836;2959;2;13:39:46
2837;2960;0;17:21:32
2838;2960;2;23:49:22
2839;2963;0;04:59:42
2840;2963;1;10:34:21
2841;2966;0;12:45:47
2842;2966;1;21:17:03
2843;2970;0;19:41:42
2844;2970;2;23:14:26
2845;2973;0;22:12:49
2846;2973;2;23:07:16
2847;2974;0;02:02:01
2848;2974;2;09:39:21
2849;2975;0;03:12:23
2850;2975;2;22:35:10
2851;2976;0;23:45:04
2852;2976;2;23:47:51
2853;2978;0;05:54:56
2854;2978;2;08:10:09
2855;2979;0;12:52:40
2856;2979;2;19:43:51
2857;2980;0;12:42:14
2858;2980;1;23:28:31
2859;2981;0;06:37:57
2860;2981;1;18:28:24
2861;2983;0;02:26:23
2862;2983;1;11:33:25
2863;2988;0;12:04:16
2864;2988;2;17:58:10
2865;2989;0;16:00:39
2866;2989;1;22:58:56
2867;2990;0;17:34:10
2868;2990;1;18:38:04
2869;2992;0;11:00:11
2870;2992;2;21:42:33
2871;2994;0;14:17:27
2872;2994;2;16:52:37
2873;2997;0;22:08:31
2874;2997;2;23:18:14
2875;3002;0;02:12:43
2876;3002;2;09:17:11
2877;3003;0;17:05:23
2878;3003;1;19:32:53
2879;3005;0;22:54:09
2880;3005;1;23:35:24
2881;3008;0;03:50:41
2882;3008;1;17:48:55
2883;3010;0;12:10:50
2884;3010;2;16:22:31
2885;3015;0;12:38:38
2886;3015;1;18:34:24
2887;3017;0;11:00:28
2888;3017;2;21:35:56
2889;3019;0;21:25:25
2890;3019;2;23:02:01
2891;3020;0;20:48:26
2892;3020;2;22:10:54
2893;3021;0;02:13:51
2894;3021;2;06:45:21
2895;3022;0;22:47:39
2896;3022;1;23:22:49
2897;3024;0;01:12:41
2898;3024;1;21:36:47
2899;3025;0;02:38:30
2900;3025;1;14:50:45
2901;3028;0;19:29:09
2902;3028;1;23:57:51
2903;3029;0;06:40:57
2904;3029;2;13:15:15
2905;3032;0;15:56:53
2906;3032;2;18:06:22
2907;3033;0;17:17:35
2908;3033;1;19:47:21
2909;3037;0;09:59:49
2910;3037;1;10:55:24
2911;3038;0;11:50:44
2912;3038;1;18:06:49
2913;3041;0;00:53:36
2914;3041;1;10:29:12
2915;3044;0;01:06:19
2916;3044;2;20:20:04
2917;3045;0;23:50:00
2918;3045;1;23:53:00
2919;3047;0;08:04:45
2920;3047;2;22:54:02
2921;3050;0;20:06:23
2922;3050;1;22:10:30
2923;3054;0;21:21:12
2924;3054;1;22:17:40
2925;3056;0;12:11:39
2926;3056;2;18:16:01
2927;3059;0;09:49:41
2928;3059;2;15:38:21
2929;3061;0;21:29:50
2930;3061;2;22:06:50
2931;3067;0;15:47:00
2932;3067;2;15:59:38
2933;3068;0;22:20:44
2934;3068;1;22:25:22
2935;3070;0;20:58:40
2936;3070;2;22:56:33
2937;3074;0;18:54:20
2938;3074;2;19:33:18
2939;3076;0;22:11:33
2940;3076;1;23:12:53
2941;3077;0;19:54:51
2942;3077;1;20:40:22
2943;3083;0;21:37:30
2944;3083;1;22:41:58
2945;3086;0;23:03:49
2946;3086;2;23:10:14
2947;3087;0;01:29:01
2948;3087;2;08:58:48
2949;3093;0;16:24:35
2950;3093;2;20:37:17
2951;3103;0;18:23:37
2952;3103;2;23:39:02
2953;3105;0;21:17:55
2954;3105;1;21:53:00
2955;3106;0;04:08:17
2956;3106;2;12:53:58
2957;3107;0;09:50:57
2958;3107;2;11:06:16
2959;3112;0;06:47:05
2960;3112;2;10:52:04
2961;3114;0;00:04:25
2962;3114;1;10:59:24
2963;3115;0;18:55:55
2964;3115;1;21:37:37
2965;3116;0;10:15:38
2966;3116;1;20:11:56
2967;3119;0;11:45:49
2968;3119;2;22:20:33
2969;3121;0;05:03:23
2970;3121;1;06:45:21
2971;3125;0;10:08:40
2972;3125;2;11:30:39
2973;3126;0;00:34:15
2974;3126;2;14:50:15
2975;3127;0;09:18:27
2976;3127;1;13:32:42
2977;3129;0;16:32:23
2978;3129;2;20:29:07
2979;3131;0;04:28:09
2980;3131;1;19:06:09
2981;3132;0;04:56:45
2982;3132;1;18:44:13
2983;3133;0;21:17:06
2984;3133;2;21:55:00
2985;3134;0;02:58:36
2986;3134;2;19:47:51
2987;3135;0;04:33:48
2988;3135;1;06:50:03
2989;3136;0;04:18:06
2990;3136;1;13:35:02
2991;3139;0;13:06:14
2992;3139;2;18:29:50
2993;3140;0;01:21:00
2994;3140;1;02:24:37
2995;3141;0;10:40:44
2996;3141;1;22:05:59
2997;3142;0;23:49:33
2998;3142;1;23:54:17
2999;3143;0;08:41:20
3000;3143;1;23:21:19
3001;3146;0;18:12:38
3002;3146;2;23:50:54
3003;3148;0;00:11:18
3004;3148;1;11:24:52
3005;3150;0;20:25:05
3006;3150;1;22:57:03
3007;3154;0;13:12:34
3008;3154;1;20:26:26
3009;3155;0;14:24:49
3010;3155;2;14:41:54
3011;3158;0;05:59:32
3012;3158;1;08:08:05
3013;3162;0;21:09:53
3014;3162;2;23:11:25
3015;3163;0;12:16:12
3016;3163;1;21:48:30
3017;3165;0;20:20:59
3018;3165;2;21:15:16
3019;3169;0;23:43:58
3020;3169;1;23:57:33
3021;3170;0;05:31:49
3022;3170;1;08:14:34
3023;3171;0;05:54:13
3024;3171;1;23:52:54
3025;3173;0;17:48:25
3026;3173;2;22:44:08
3027;3176;0;17:41:26
3028;3176;1;23:15:52
3029;3178;0;09:22:55
3030;3178;1;17:06:46
3031;3184;0;15:46:53
3032;3184;1;16:01:10
3033;3185;0;17:23:32
3034;3185;1;21:40:17
3035;3187;0;08:23:03
3036;3187;2;13:36:22
3037;3188;0;11:21:52
3038;3188;1;15:22:57
3039;3190;0;16:22:03
3040;3190;1;19:04:18
3041;3191;0;03:02:43
3042;3191;1;08:22:06
3043;3192;0;07:05:45
3044;3192;2;15:05:13
3045;3199;0;21:10:35
3046;3199;2;21:53:18
3047;3200;0;04:33:27
3048;3200;1;21:05:16
3049;3202;0;08:52:07
3050;3202;1;13:06:42
3051;3203;0;00:07:00
3052;3203;2;04:20:50
3053;3204;0;23:38:29
3054;3204;2;23:51:06
3055;3207;0;05:05:22
3056;3207;2;08:38:41
3057;3210;0;19:10:54
3058;3210;1;23:48:04
3059;3212;0;08:30:08
3060;3212;1;09:26:31
3061;3213;0;10:42:22
3062;3213;2;13:43:02
3063;3216;0;06:44:19
3064;3216;2;13:25:49
3065;3217;0;10:27:04
3066;3217;1;19:06:14
3067;3218;0;07:14:23
3068;3218;2;11:07:53
3069;3219;0;04:53:23
3070;3219;1;23:07:59
3071;3221;0;04:45:49
3072;3221;1;16:49:27
3073;3222;0;04:31:11
3074;3222;2;14:35:42
3075;3224;0;01:46:13
3076;3224;2;15:19:37
3077;3226;0;06:57:40
3078;3226;2;22:43:47
3079;3227;0;18:33:23
3080;3227;1;23:50:53
3081;3229;0;05:58:49
3082;3229;2;22:20:20
3083;3230;0;14:05:30
3084;3230;1;17:22:10
3085;3231;0;05:06:39
3086;3231;1;16:13:13
3087;3232;0;21:16:24
3088;3232;1;23:24:42
3089;3236;0;06:05:58
3090;3236;2;16:29:06
3091;3239;0;15:38:49
3092;3239;1;17:09:21
3093;3240;0;21:47:39
3094;3240;1;22:48:46
3095;3241;0;07:25:32
3096;3241;1;07:33:21
3097;3242;0;13:14:40
3098;3242;1;19:43:47
3099;3243;0;23:23:15
3100;3243;1;23:36:28
3101;3245;0;06:08:02
3102;3245;2;10:52:04
3103;3247;0;06:16:10
3104;3247;1;18:57:05
3105;3249;0;14:56:51
3106;3249;1;17:56:32
3107;3250;0;02:17:10
3108;3250;1;20:13:14
3109;3251;0;06:43:12
3110;3251;2;20:09:03
3111;3252;0;04:35:24
3112;3252;2;17:02:17
3113;3253;0;20:51:50
3114;3253;2;22:19:55
3115;3256;0;15:30:17
3116;3256;1;19:02:19
3117;3258;0;01:14:21
3118;3258;1;09:51:13
3119;3260;0;10:02:06
3120;3260;2;18:40:43
3121;3261;0;05:36:59
3122;3261;2;17:32:16
3123;3263;0;02:00:09
3124;3263;2;07:23:18
3125;3264;0;10:57:49
3126;3264;1;19:48:56
3127;3266;0;21:48:17
3128;3266;1;22:52:54
3129;3267;0;22:15:48
3130;3267;1;23:04:06
3131;3269;0;14:05:24
3132;3269;2;19:49:57
3133;3273;0;16:01:24
3134;3273;1;21:39:35
3135;3274;0;13:13:17
3136;3274;1;16:57:43
3137;3278;0;14:45:27
3138;3278;1;20:15:38
3139;3279;0;18:02:06
3140;3279;1;19:12:53
3141;3280;0;14:50:23
3142;3280;2;22:25:51
3143;3281;0;04:08:51
3144;3281;1;08:43:38
3145;3284;0;19:07:16
3146;3284;2;19:45:07
3147;3286;0;21:44:57
3148;3286;1;22:34:29
3149;3288;0;10:48:30
3150;3288;2;13:35:15
3151;3289;0;23:44:20
3152;3289;2;23:53:54
3153;3290;0;13:11:08
3154;3290;2;20:07:45
3155;3291;0;10:13:20
3156;3291;2;14:53:58
3157;3292;0;15:54:16
3158;3292;2;21:11:07
3159;3295;0;11:50:40
3160;3295;2;15:09:25
3161;3298;0;07:19:02
3162;3298;1;14:30:17
3163;3300;0;15:14:39
3164;3300;1;21:02:00
3165;3301;0;03:38:03
3166;3301;2;19:20:44
3167;3302;0;09:29:23
3168;3302;2;21:21:27
3169;3304;0;16:24:54
3170;3304;2;18:52:50
3171;3307;0;21:42:19
3172;3307;1;22:30:06
3173;3308;0;17:51:35
3174;3308;2;21:32:58
3175;3313;0;12:56:38
3176;3313;1;23:37:25
3177;3314;0;11:43:17
3178;3314;1;19:42:05
3179;3318;0;19:08:00
3180;3318;2;22:18:34
3181;3323;0;09:38:36
3182;3323;2;20:47:16
3183;3324;0;10:53:10
3184;3324;1;13:35:22
3185;3326;0;03:09:02
3186;3326;1;22:27:42
3187;3327;0;16:28:55
3188;3327;1;23:10:30
3189;3332;0;12:04:42
3190;3332;1;23:06:51
3191;3334;0;15:53:57
3192;3334;1;21:25:47
3193;3336;0;16:58:42
3194;3336;1;19:38:12
3195;3337;0;04:26:42
3196;3337;1;05:37:49
3197;3338;0;06:23:05
3198;3338;1;20:13:00
3199;3345;0;20:12:02
3200;3345;1;22:08:03
3201;3348;0;12:28:25
3202;3348;1;19:10:12
3203;3351;0;02:06:11
3204;3351;2;15:44:36
3205;3355;0;02:39:56
3206;3355;2;12:13:35
3207;3357;0;06:17:52
3208;3357;2;22:10:26
3209;3358;0;11:20:52
3210;3358;2;14:13:46
3211;3364;0;11:30:11
3212;3364;2;20:37:11
3213;3366;0;23:20:35
3214;3366;1;23:45:23
3215;3369;0;05:22:25
3216;3369;2;05:35:53
3217;3372;0;03:26:34
3218;3372;2;14:14:00
3219;3375;0;09:38:30
3220;3375;2;10:21:25
3221;3376;0;06:04:05
3222;3376;1;16:35:17
3223;3377;0;05:32:53
3224;3377;1;15:18:23
3225;3380;0;08:54:33
3226;3380;2;12:01:52
3227;3382;0;15:13:33
3228;3382;1;23:35:41
3229;3383;0;11:13:35
3230;3383;1;11:28:54
3231;3384;0;02:57:00
3232;3384;2;05:46:04
3233;3386;0;22:41:26
3234;3386;1;23:45:58
3235;3388;0;10:27:38
3236;3388;1;18:00:07
3237;3391;0;19:36:16
3238;3391;1;22:31:09
3239;3392;0;16:02:32
3240;3392;2;17:13:50
3241;3393;0;16:27:14
3242;3393;1;21:41:06
3243;3395;0;05:47:37
3244;3395;1;08:00:57
3245;3396;0;04:46:32
3246;3396;1;14:02:18
3247;3398;0;21:14:33
3248;3398;2;21:36:21
3249;3399;0;05:24:57
3250;3399;2;18:35:21
3251;3401;0;09:10:00
3252;3401;1;19:09:24
3253;3402;0;12:56:42
3254;3402;2;18:18:48
3255;3403;0;12:01:08
3256;3403;2;13:26:26
3257;3404;0;14:31:49
3258;3404;1;16:02:02
3259;3406;0;20:09:23
3260;3406;1;21:47:43
3261;3408;0;11:35:08
3262;3408;2;21:59:43
3263;3411;0;02:16:02
3264;3411;1;07:15:14
3265;3415;0;01:21:56
3266;3415;2;16:16:31
3267;3416;0;08:47:59
3268;3416;1;10:29:24
3269;3417;0;10:20:35
3270;3417;1;14:38:16
3271;3422;0;07:44:49
3272;3422;1;23:45:38
3273;3423;0;09:37:10
3274;3423;1;22:17:59
3275;3427;0;12:00:14
3276;3427;2;22:11:28
3277;3428;0;05:52:51
3278;3428;2;18:56:16
3279;3438;0;12:52:37
3280;3438;1;15:08:26
3281;3440;0;16:41:46
3282;3440;1;17:02:51
3283;3442;0;04:01:44
3284;3442;1;09:25:22
3285;3446;0;10:20:08
3286;3446;2;17:41:58
3287;3447;0;17:21:25
3288;3447;2;21:00:03
3289;3448;0;04:32:50
3290;3448;1;18:37:56
3291;3450;0;12:03:36
3292;3450;1;13:11:22
3293;3451;0;12:18:51
3294;3451;1;18:16:39
3295;3452;0;21:48:52
3296;3452;1;23:29:39
3297;3455;0;18:29:26
3298;3455;1;22:03:27
3299;3456;0;11:40:29
3300;3456;1;22:17:14
3301;3457;0;18:48:27
3302;3457;1;19:16:28
3303;3458;0;00:16:53
3304;3458;1;19:40:06
3305;3459;0;08:24:18
3306;3459;1;10:38:02
3307;3460;0;21:24:21
3308;3460;2;23:02:48
3309;3462;0;15:17:25
3310;3462;2;23:54:26
3311;3465;0;23:30:46
3312;3465;1;23:43:03
3313;3466;0;04:57:56
3314;3466;2;07:48:25
3315;3468;0;09:19:36
3316;3468;1;20:35:48
3317;3469;0;06:34:19
3318;3469;1;15:12:25
3319;3470;0;16:09:23
3320;3470;1;18:28:28
3321;3474;0;13:08:25
3322;3474;1;18:45:40
3323;3476;0;23:33:55
3324;3476;2;23:59:31
3325;3477;0;12:42:13
3326;3477;2;18:56:54
3327;3478;0;07:28:55
3328;3478;1;15:50:56
3329;3479;0;16:07:04
3330;3479;1;17:29:54
3331;3480;0;19:37:14
3332;3480;1;20:29:53
3333;3481;0;10:19:49
3334;3481;2;11:09:14
3335;3484;0;10:53:24
3336;3484;1;10:54:28
3337;3485;0;05:12:49
3338;3485;1;13:05:13
3339;3487;0;17:55:51
3340;3487;2;20:46:22
3341;3491;0;08:28:38
3342;3491;1;14:09:41
3343;3493;0;14:41:28
3344;3493;2;17:04:36
3345;3494;0;07:33:56
3346;3494;1;18:11:14
3347;3495;0;09:32:47
3348;3495;1;14:11:11
3349;3496;0;20:36:41
3350;3496;2;22:51:22
3351;3498;0;00:46:29
3352;3498;2;09:35:08
3353;3502;0;05:59:19
3354;3502;1;12:59:44
3355;3503;0;18:29:04
3356;3503;2;19:11:26
3357;3504;0;03:54:19
3358;3504;1;05:34:35
3359;3505;0;08:47:42
3360;3505;1;11:38:04
3361;3507;0;03:29:06
3362;3507;1;17:13:36
3363;3510;0;13:28:58
3364;3510;1;17:34:49
3365;3513;0;02:21:26
3366;3513;1;21:25:13
3367;3514;0;16:32:15
3368;3514;2;22:15:02
3369;3517;0;15:23:50
3370;3517;2;19:24:00
3371;3521;0;13:26:36
3372;3521;2;14:50:27
3373;3525;0;08:06:57
3374;3525;2;14:46:33
3375;3527;0;18:09:23
3376;3527;1;23:04:49
3377;3529;0;21:20:43
3378;3529;1;23:53:18
3379;3532;0;06:59:48
3380;3532;1;16:33:33
3381;3533;0;19:42:23
3382;3533;2;23:51:25
3383;3534;0;09:01:16
3384;3534;1;13:12:52
3385;3539;0;00:42:53
3386;3539;2;04:26:49
3387;3542;0;02:04:36
3388;3542;1;05:22:15
3389;3545;0;15:31:59
3390;3545;2;19:46:42
3391;3546;0;02:19:49
3392;3546;2;12:16:18
3393;3547;0;12:33:24
3394;3547;1;13:38:30
3395;3548;0;03:25:51
3396;3548;1;16:32:16
3397;3550;0;13:41:53
3398;3550;2;23:24:38
3399;3551;0;00:04:44
3400;3551;1;09:34:35
3401;3553;0;12:39:13
3402;3553;2;20:08:32
3403;3554;0;16:50:21
3404;3554;1;23:23:49
3405;3555;0;10:52:51
3406;3555;1;15:29:31
3407;3558;0;17:34:05
3408;3558;2;21:44:19
3409;3560;0;00:31:13
3410;3560;1;03:25:07
3411;3561;0;15:37:12
3412;3561;2;15:43:01
3413;3562;0;15:13:14
3414;3562;1;17:43:49
3415;3564;0;05:24:30
3416;3564;1;11:58:45
3417;3566;0;16:14:13
3418;3566;2;23:37:46
3419;3568;0;07:46:07
3420;3568;1;15:53:32
3421;3570;0;01:58:43
3422;3570;1;19:40:55
3423;3577;0;06:22:38
3424;3577;1;11:15:33
3425;3578;0;00:05:14
3426;3578;1;15:09:39
3427;3581;0;12:18:25
3428;3581;1;18:57:51
3429;3583;0;09:14:01
3430;3583;2;16:47:02
3431;3589;0;01:16:03
3432;3589;2;12:01:43
3433;3592;0;23:00:39
3434;3592;1;23:46:29
3435;3594;0;00:30:09
3436;3594;2;13:05:29
3437;3596;0;23:05:21
3438;3596;2;23:46:20
3439;3597;0;12:33:30
3440;3597;2;19:06:15
3441;3598;0;19:12:08
3442;3598;1;23:06:10
3443;3612;0;00:12:33
3444;3612;1;21:17:08
3445;3615;0;03:46:20
3446;3615;2;10:11:55
3447;3619;0;05:55:52
3448;3619;2;23:24:14
3449;3625;0;17:25:56
3450;3625;1;22:27:26
3451;3627;0;09:53:14
3452;3627;1;13:37:56
3453;3628;0;01:28:13
3454;3628;1;07:58:49
3455;3630;0;05:23:38
3456;3630;1;08:36:51
3457;3631;0;06:41:57
3458;3631;2;17:23:34
3459;3632;0;16:03:25
3460;3632;1;16:20:40
3461;3634;0;18:33:22
3462;3634;1;22:34:40
3463;3635;0;11:18:33
3464;3635;1;23:08:35
3465;3639;0;12:19:53
3466;3639;1;19:17:41
3467;3641;0;22:29:27
3468;3641;1;23:07:31
3469;3643;0;13:25:19
3470;3643;2;20:20:51
3471;3644;0;07:09:06
3472;3644;1;21:16:46
3473;3645;0;05:43:29
3474;3645;1;19:07:44
3475;3646;0;07:28:11
3476;3646;2;17:39:37
3477;3647;0;04:31:04
3478;3647;2;16:04:56
3479;3648;0;05:18:59
3480;3648;2;21:36:30
3481;3649;0;03:23:09
3482;3649;2;11:52:17
3483;3650;0;09:01:09
3484;3650;2;15:35:42
3485;3652;0;15:53:45
3486;3652;2;18:30:37
3487;3653;0;00:11:07
3488;3653;2;19:09:15
3489;3654;0;08:27:37
3490;3654;2;10:16:42
3491;3655;0;15:09:08
3492;3655;2;18:17:34
3493;3658;0;23:44:20
3494;3658;1;23:49:39
3495;3659;0;07:48:26
3496;3659;1;09:47:53
3497;3660;0;19:52:13
3498;3660;1;22:03:17
3499;3661;0;06:40:31
3500;3661;1;12:39:03
3501;3662;0;00:34:24
3502;3662;2;00:46:10
3503;3666;0;17:29:16
3504;3666;2;20:00:57
3505;3667;0;10:07:37
3506;3667;2;11:41:06
3507;3669;0;07:01:00
3508;3669;2;15:49:31
3509;3674;0;15:55:08
3510;3674;1;23:16:54
3511;3675;0;08:17:52
3512;3675;2;13:22:30
3513;3676;0;04:26:27
3514;3676;1;05:51:37
3515;3677;0;22:07:20
3516;3677;2;23:59:46
3517;3679;0;09:28:27
3518;3679;2;16:33:52
3519;3681;0;02:13:01
3520;3681;2;14:58:12
3521;3682;0;00:02:55
3522;3682;2;18:01:14
3523;3684;0;18:57:37
3524;3684;1;21:23:18
3525;3685;0;05:55:03
