id;check;checking_peer;state;time
6753;3455;pyavbhjnsz;1;02:58:47
6754;3456;xpwtajputm;0;10:39:31
6755;3456;xpwtajputm;1;18:32:27
6756;3457;tqowpuwhyd;0;20:32:46
6757;3457;tqowpuwhyd;1;22:37:57
6758;3458;xpwtajputm;0;06:56:12
6759;3458;xpwtajputm;1;13:56:51
6760;3459;vpggborkyp;0;06:05:51
6761;3459;vpggborkyp;1;11:38:33
6762;3460;xpwtajputm;0;14:29:47
6763;3460;xpwtajputm;1;20:29:47
6764;3461;cdckbdxwig;0;04:22:09
6765;3461;cdckbdxwig;2;10:07:02
6766;3462;xpwtajputm;0;02:12:19
6767;3462;xpwtajputm;1;04:19:09
6768;3463;rwwatqlern;0;01:23:34
6769;3463;rwwatqlern;2;08:01:43
6770;3464;nxejpxwnfk;0;10:26:00
6771;3464;nxejpxwnfk;2;19:15:17
6772;3465;qorpxghwri;0;05:26:55
6773;3465;qorpxghwri;1;05:34:29
6774;3466;nxejpxwnfk;0;02:45:51
6775;3466;nxejpxwnfk;1;13:18:10
6776;3467;ctlatzqgqs;0;09:43:21
6777;3467;ctlatzqgqs;2;10:46:00
6778;3468;nxejpxwnfk;0;15:51:23
6779;3468;nxejpxwnfk;1;17:35:03
6780;3469;vknlodvkbd;0;07:38:46
6781;3469;vknlodvkbd;1;22:26:28
6782;3470;nxejpxwnfk;0;17:49:03
6783;3470;nxejpxwnfk;1;19:24:36
6784;3471;mombgbphhh;0;11:37:54
6785;3471;mombgbphhh;2;12:20:39
6786;3472;nxejpxwnfk;0;16:54:43
6787;3472;nxejpxwnfk;2;18:21:54
6788;3473;tvgnbptric;0;08:22:05
6789;3473;tvgnbptric;2;16:56:11
6790;3474;nxejpxwnfk;0;16:26:16
6791;3474;nxejpxwnfk;1;17:13:46
6792;3475;tqtzcobflk;0;17:02:10
6793;3476;nxejpxwnfk;0;11:41:04
6794;3476;nxejpxwnfk;1;17:04:03
6795;3477;tltmrfyggr;0;18:01:33
6796;3477;tltmrfyggr;1;18:15:16
6797;3478;nxejpxwnfk;0;10:08:29
6798;3478;nxejpxwnfk;1;10:21:11
6799;3479;abzxqcbljr;0;21:24:13
6800;3479;abzxqcbljr;1;23:44:30
6801;3480;nxejpxwnfk;0;05:25:33
6802;3480;nxejpxwnfk;1;07:12:19
6803;3481;jofvqnvgja;0;15:11:55
6804;3481;jofvqnvgja;1;21:35:55
6805;3482;nxejpxwnfk;0;14:47:15
6806;3482;nxejpxwnfk;2;21:52:58
6807;3483;vtbfkodiyr;0;00:29:34
6808;3483;vtbfkodiyr;2;08:21:50
6809;3484;nxejpxwnfk;0;15:36:47
6810;3484;nxejpxwnfk;1;20:01:32
6811;3485;rrzctyyigg;0;12:07:08
6812;3485;rrzctyyigg;1;23:28:16
6813;3486;mndhguxhcp;0;10:07:18
6814;3486;mndhguxhcp;2;11:41:04
6815;3487;kaurzjokqo;0;10:26:13
6816;3487;kaurzjokqo;1;17:40:06
6817;3488;mndhguxhcp;0;12:30:58
6818;3488;mndhguxhcp;2;17:00:37
6819;3489;jbwmhvhhkv;0;00:50:53
6820;3489;jbwmhvhhkv;2;13:24:38
6821;3490;mndhguxhcp;0;21:04:45
6822;3490;mndhguxhcp;2;21:25:09
6823;3491;wcdwucseba;0;21:36:49
6824;3491;wcdwucseba;1;23:41:57
6825;3492;mndhguxhcp;0;10:48:46
6826;3492;mndhguxhcp;2;18:19:22
6827;3493;xldhhkktjq;0;23:07:50
6828;3493;xldhhkktjq;1;23:34:34
6829;3494;argeevjeas;0;23:58:15
6830;3494;argeevjeas;1;23:59:16
6831;3495;eaiywrpoph;0;01:40:10
6832;3495;eaiywrpoph;1;05:15:26
6833;3496;argeevjeas;0;03:59:36
6834;3496;argeevjeas;1;13:50:03
6835;3497;keabqxwaon;0;19:17:04
6836;3498;argeevjeas;0;23:22:37
6837;3498;argeevjeas;1;23:42:13
6838;3499;oelnkwgoyw;0;05:42:17
6839;3499;oelnkwgoyw;2;17:02:14
6840;3500;argeevjeas;0;13:43:56
6841;3500;argeevjeas;2;23:39:54
6842;3501;kanodjgnog;0;07:32:13
6843;3501;kanodjgnog;2;09:22:54
6844;3502;argeevjeas;0;04:03:02
6845;3502;argeevjeas;1;10:00:34
6846;3503;ejrglyseht;0;23:40:30
6847;3503;ejrglyseht;1;23:50:44
6848;3504;argeevjeas;0;09:59:51
6849;3504;argeevjeas;1;19:34:47
6850;3505;myorenkjnm;0;03:22:10
6851;3505;myorenkjnm;1;11:17:05
6852;3506;argeevjeas;0;17:46:10
6853;3506;argeevjeas;2;18:20:46
6854;3507;omnifuhfcx;0;04:55:07
6855;3507;omnifuhfcx;1;08:32:11
6856;3508;argeevjeas;0;14:19:56
6857;3508;argeevjeas;2;18:48:36
6858;3509;xfsoakudzp;0;12:17:38
6859;3509;xfsoakudzp;2;14:05:07
6860;3510;argeevjeas;0;19:50:33
6861;3510;argeevjeas;1;20:28:39
6862;3511;mjjdzqgwub;0;21:14:04
6863;3511;mjjdzqgwub;2;22:53:47
6864;3512;argeevjeas;0;23:12:39
6865;3512;argeevjeas;2;23:37:09
6866;3513;efhepytwmh;0;02:40:46
6867;3513;efhepytwmh;1;23:50:42
6868;3514;argeevjeas;0;13:27:50
6869;3514;argeevjeas;1;16:39:12
6870;3515;ddobomehpi;0;04:41:46
6871;3515;ddobomehpi;2;12:23:40
6872;3516;argeevjeas;0;20:37:20
6873;3516;argeevjeas;2;23:53:08
6874;3517;wlruhgouer;0;01:40:44
6875;3517;wlruhgouer;1;02:44:19
6876;3518;argeevjeas;0;15:36:39
6877;3518;argeevjeas;2;18:11:26
6878;3519;fkxgqzwefh;0;21:45:57
6879;3520;gzonicmznc;0;14:43:18
6880;3520;gzonicmznc;2;19:38:10
6881;3521;matcqdxbcb;0;12:55:42
6882;3521;matcqdxbcb;1;23:45:59
6883;3522;gzonicmznc;0;20:32:19
6884;3522;gzonicmznc;2;22:18:11
6885;3523;hhtufoxplb;0;19:20:49
6886;3523;hhtufoxplb;2;21:29:01
6887;3524;smcoithzck;0;16:05:31
6888;3524;smcoithzck;2;20:25:32
6889;3525;lmmbqhtsbs;0;16:26:21
6890;3525;lmmbqhtsbs;1;22:20:36
6891;3526;smcoithzck;0;14:01:38
6892;3526;smcoithzck;2;21:58:02
6893;3527;ucpebzahgt;0;18:23:34
6894;3527;ucpebzahgt;1;22:04:12
6895;3528;ygexonhunx;0;04:39:23
6896;3528;ygexonhunx;2;14:00:38
6897;3529;aqrowittqf;0;16:33:54
6898;3529;aqrowittqf;1;17:34:52
6899;3530;ygexonhunx;0;02:54:41
6900;3530;ygexonhunx;2;19:15:37
6901;3531;odfpxcenjz;0;09:59:21
6902;3531;odfpxcenjz;2;17:35:22
6903;3532;ygexonhunx;0;07:33:21
6904;3532;ygexonhunx;1;08:37:32
6905;3533;yejxlckpja;0;13:51:16
6906;3533;yejxlckpja;1;22:38:48
6907;3534;ygexonhunx;0;07:01:02
6908;3534;ygexonhunx;1;09:43:02
6909;3535;squamhthhs;0;00:12:46
6910;3535;squamhthhs;2;15:31:45
6911;3536;ygexonhunx;0;14:36:56
6912;3536;ygexonhunx;2;17:26:18
6913;3537;mvdbdqznzz;0;01:41:12
6914;3537;mvdbdqznzz;2;04:56:25
6915;3538;ygexonhunx;0;07:04:19
6916;3538;ygexonhunx;2;12:05:06
6917;3539;ngqzjyypyb;0;08:25:53
6918;3539;ngqzjyypyb;1;21:55:01
6919;3540;ygexonhunx;0;01:10:24
6920;3540;ygexonhunx;2;08:32:51
6921;3541;wveqwmrkbc;0;22:18:31
6922;3542;ygexonhunx;0;04:19:09
6923;3542;ygexonhunx;1;19:17:03
6924;3543;tphpzhdifh;0;12:12:33
6925;3543;tphpzhdifh;2;16:23:52
6926;3544;ygexonhunx;0;10:05:24
6927;3544;ygexonhunx;2;11:48:03
6928;3545;kmclikhwwe;0;23:29:34
6929;3545;kmclikhwwe;1;23:51:39
6930;3546;ygexonhunx;0;15:41:32
6931;3546;ygexonhunx;1;15:42:53
6932;3547;gpindpyyzd;0;03:42:45
6933;3547;gpindpyyzd;1;09:28:19
6934;3548;ygexonhunx;0;13:38:30
6935;3548;ygexonhunx;1;14:20:51
6936;3549;xdkiwsfqlq;0;16:39:56
6937;3549;xdkiwsfqlq;2;21:03:34
6938;3550;ygexonhunx;0;00:29:48
6939;3550;ygexonhunx;1;09:33:38
6940;3551;rxektveops;0;04:38:33
6941;3551;rxektveops;1;16:44:26
6942;3552;ndgqesydju;0;04:08:27
6943;3552;ndgqesydju;2;20:05:11
6944;3553;xzdfwxmflr;0;21:01:55
6945;3553;xzdfwxmflr;1;22:52:30
6946;3554;ndgqesydju;0;10:56:19
6947;3554;ndgqesydju;1;17:28:48
6948;3555;piknwuvxti;0;21:41:00
6949;3555;piknwuvxti;1;21:46:34
6950;3556;ndgqesydju;0;18:37:46
6951;3556;ndgqesydju;2;22:55:55
6952;3557;vlwzwkjsuy;0;18:49:49
6953;3557;vlwzwkjsuy;2;20:37:15
6954;3558;ndgqesydju;0;22:33:04
6955;3558;ndgqesydju;1;23:16:11
6956;3559;jzlnwmidmd;0;08:34:56
6957;3559;jzlnwmidmd;2;11:44:44
6958;3560;ndgqesydju;0;17:26:45
6959;3560;ndgqesydju;1;22:32:49
6960;3561;nvsbxohbqt;0;10:05:45
6961;3561;nvsbxohbqt;1;14:21:54
6962;3562;ndgqesydju;0;03:38:55
6963;3562;ndgqesydju;1;09:22:12
6964;3563;xgwlhbhtet;0;04:14:34
6965;3564;ndgqesydju;0;04:44:26
6966;3564;ndgqesydju;1;08:23:10
6967;3565;rogixxqztt;0;15:01:15
6968;3565;rogixxqztt;2;23:01:16
6969;3566;ndgqesydju;0;20:14:40
6970;3566;ndgqesydju;1;22:10:06
6971;3567;bhepdtlgqw;0;00:24:01
6972;3567;bhepdtlgqw;2;11:47:52
6973;3568;ndgqesydju;0;12:51:38
6974;3568;ndgqesydju;1;21:10:18
6975;3569;vhfunklcbc;0;14:43:20
6976;3569;vhfunklcbc;2;18:21:07
6977;3570;ndgqesydju;0;17:21:45
6978;3570;ndgqesydju;1;18:26:24
6979;3571;oqqhwoqhan;0;05:26:00
6980;3571;oqqhwoqhan;2;21:27:03
6981;3572;ndgqesydju;0;05:21:37
6982;3572;ndgqesydju;2;16:03:48
6983;3573;idlphhfuho;0;04:54:57
6984;3573;idlphhfuho;2;09:13:30
6985;3574;ndgqesydju;0;10:08:29
6986;3574;ndgqesydju;2;13:10:08
6987;3575;dhdncvwnyo;0;05:49:09
6988;3575;dhdncvwnyo;2;18:03:05
6989;3576;cairgmvzqz;0;21:15:49
6990;3576;cairgmvzqz;2;23:28:40
6991;3577;iqayqcmvta;0;13:51:56
6992;3577;iqayqcmvta;1;17:33:01
6993;3578;cairgmvzqz;0;11:30:41
6994;3578;cairgmvzqz;1;18:40:21
6995;3579;fresrjzeys;0;20:56:03
6996;3579;fresrjzeys;2;22:01:50
6997;3580;cairgmvzqz;0;04:54:21
6998;3580;cairgmvzqz;2;11:36:16
6999;3581;smbuzfdjsw;0;20:52:11
7000;3581;smbuzfdjsw;1;22:32:06
7001;3582;cairgmvzqz;0;18:23:58
7002;3582;cairgmvzqz;2;19:41:47
7003;3583;iyyzsxdipr;0;04:32:53
7004;3583;iyyzsxdipr;1;18:48:18
7005;3584;aspcmembak;0;10:35:24
7006;3584;aspcmembak;2;15:08:55
7007;3585;nlhxdnflef;0;22:12:47
7008;3586;aspcmembak;0;01:36:29
7009;3586;aspcmembak;2;02:34:19
7010;3587;mnuppsskxt;0;16:56:50
7011;3587;mnuppsskxt;2;20:03:44
7012;3588;aspcmembak;0;22:40:46
7013;3588;aspcmembak;2;23:39:37
7014;3589;vpreatyuaa;0;15:21:26
7015;3589;vpreatyuaa;1;19:01:16
7016;3590;aspcmembak;0;13:43:23
7017;3590;aspcmembak;2;16:42:33
7018;3591;nibdkozmyq;0;07:08:41
7019;3591;nibdkozmyq;2;23:31:21
7020;3592;aspcmembak;0;08:05:34
7021;3592;aspcmembak;1;18:14:48
7022;3593;saxwugufzw;0;20:04:04
7023;3593;saxwugufzw;2;23:32:27
7024;3594;haesmtmiku;0;15:26:40
7025;3594;haesmtmiku;1;17:28:34
7026;3595;pbchhodiwz;0;12:45:17
7027;3595;pbchhodiwz;2;19:26:35
7028;3596;haesmtmiku;0;13:55:46
7029;3596;haesmtmiku;1;22:19:25
7030;3597;tdhnedtmnv;0;01:12:01
7031;3597;tdhnedtmnv;1;18:03:19
7032;3598;haesmtmiku;0;10:00:24
7033;3598;haesmtmiku;1;20:04:14
7034;3599;kdhzertgmd;0;17:57:40
7035;3599;kdhzertgmd;2;23:45:08
7036;3600;haesmtmiku;0;06:06:24
7037;3600;haesmtmiku;2;16:43:37
7038;3601;fjlkmbaeyt;0;11:24:24
7039;3601;fjlkmbaeyt;2;14:18:29
7040;3602;haesmtmiku;0;02:08:27
7041;3602;haesmtmiku;2;07:38:19
7042;3603;lhqkijdalg;0;06:41:19
7043;3603;lhqkijdalg;2;19:41:49
7044;3604;rdbsbvnafd;0;08:04:09
7045;3604;rdbsbvnafd;2;21:43:22
7046;3605;aanuddugid;0;18:58:44
7047;3605;aanuddugid;2;21:01:55
7048;3606;rdbsbvnafd;0;08:53:16
7049;3606;rdbsbvnafd;2;14:06:08
7050;3607;zdkycnsfmt;0;17:30:20
7051;3608;rdbsbvnafd;0;07:09:10
7052;3608;rdbsbvnafd;2;19:33:32
7053;3609;kjiyroyypv;0;21:57:32
7054;3609;kjiyroyypv;2;23:03:30
7055;3610;rdbsbvnafd;0;10:04:24
7056;3610;rdbsbvnafd;2;11:49:56
7057;3611;hhsnoxapqc;0;02:52:48
7058;3611;hhsnoxapqc;2;18:03:24
7059;3612;xcxarirlpv;0;13:56:54
7060;3612;xcxarirlpv;1;15:45:27
7061;3613;vxvmbgkbrv;0;19:58:21
7062;3613;vxvmbgkbrv;2;20:02:14
7063;3614;uayxspdqzi;0;09:23:00
7064;3614;uayxspdqzi;2;13:06:51
7065;3615;brfnbzvuoi;0;13:20:28
7066;3615;brfnbzvuoi;1;23:21:20
7067;3616;uayxspdqzi;0;04:21:42
7068;3616;uayxspdqzi;2;05:30:29
7069;3617;aykgtyhwdn;0;19:12:07
7070;3617;aykgtyhwdn;2;23:12:12
7071;3618;uayxspdqzi;0;12:15:34
7072;3618;uayxspdqzi;2;15:55:27
7073;3619;qzcmmogmae;0;13:04:57
7074;3619;qzcmmogmae;1;16:55:14
7075;3620;uayxspdqzi;0;13:34:22
7076;3620;uayxspdqzi;2;13:35:36
7077;3621;mnkegrmdxc;0;02:53:58
7078;3621;mnkegrmdxc;2;23:36:30
7079;3622;uayxspdqzi;0;02:34:28
7080;3622;uayxspdqzi;2;13:26:31
7081;3623;nabphevbxy;0;04:25:29
7082;3623;nabphevbxy;2;10:52:06
7083;3624;uayxspdqzi;0;00:55:13
7084;3624;uayxspdqzi;2;23:00:24
7085;3625;lpwnjfenmm;0;03:22:00
7086;3625;lpwnjfenmm;1;20:50:31
7087;3626;uayxspdqzi;0;20:35:25
7088;3626;uayxspdqzi;2;21:26:34
7089;3627;yavtlmprli;0;23:48:52
7090;3627;yavtlmprli;1;23:52:28
7091;3628;yzlfkrfibc;0;21:51:18
7092;3628;yzlfkrfibc;1;22:29:33
7093;3629;tvtbmmmwyv;0;22:50:12
7094;3630;yzlfkrfibc;0;16:40:19
7095;3630;yzlfkrfibc;1;19:23:10
7096;3631;esvbnrezqv;0;13:56:44
7097;3631;esvbnrezqv;1;21:37:41
7098;3632;yzlfkrfibc;0;21:20:13
7099;3632;yzlfkrfibc;1;23:55:09
7100;3633;mihdirhgbe;0;04:43:31
7101;3633;mihdirhgbe;2;21:14:41
7102;3634;yzlfkrfibc;0;02:30:36
7103;3634;yzlfkrfibc;1;09:46:08
7104;3635;wbblatrwos;0;19:35:15
7105;3635;wbblatrwos;1;19:39:31
7106;3636;yzlfkrfibc;0;08:04:41
7107;3636;yzlfkrfibc;2;13:02:47
7108;3637;isjebricid;0;10:51:13
7109;3637;isjebricid;2;19:00:31
7110;3638;susrgvnsgj;0;14:40:59
7111;3638;susrgvnsgj;2;21:34:58
7112;3639;zajmjvibbh;0;21:46:11
7113;3639;zajmjvibbh;1;22:37:59
7114;3640;ltblvvkhgc;0;16:32:30
7115;3640;ltblvvkhgc;2;23:42:25
7116;3641;zrulpnvqkh;0;23:24:05
7117;3641;zrulpnvqkh;1;23:38:33
7118;3642;jupuhjlkyw;0;05:28:15
7119;3642;jupuhjlkyw;2;15:26:28
7120;3643;clvpzdaeum;0;11:17:57
7121;3643;clvpzdaeum;1;19:47:51
7122;3644;jupuhjlkyw;0;07:33:40
7123;3644;jupuhjlkyw;1;14:00:02
7124;3645;boiasbjlxp;0;00:50:34
7125;3645;boiasbjlxp;1;13:45:38
7126;3646;olprhxjpuc;0;15:54:58
7127;3646;olprhxjpuc;1;16:23:59
7128;3647;jjaisusldj;0;08:32:01
7129;3647;jjaisusldj;1;19:48:07
7130;3648;olprhxjpuc;0;10:58:29
7131;3648;olprhxjpuc;1;15:11:31
7132;3649;snflwiarpq;0;14:40:53
7133;3649;snflwiarpq;1;15:27:43
7134;3650;olprhxjpuc;0;06:12:00
7135;3650;olprhxjpuc;1;07:43:48
7136;3651;klxzupgrsg;0;22:18:18
7137;3652;olprhxjpuc;0;05:15:24
7138;3652;olprhxjpuc;1;13:45:59
7139;3653;eapmxuipeb;0;05:35:45
7140;3653;eapmxuipeb;1;10:41:24
7141;3654;olprhxjpuc;0;07:03:11
7142;3654;olprhxjpuc;1;19:59:27
7143;3655;ivpbjgtvrj;0;05:24:31
7144;3655;ivpbjgtvrj;1;16:23:23
7145;3656;olprhxjpuc;0;19:40:14
7146;3656;olprhxjpuc;2;20:48:08
7147;3657;epyeefgtco;0;12:01:53
7148;3657;epyeefgtco;2;13:04:47
7149;3658;oymgfsyeon;0;22:36:35
7150;3658;oymgfsyeon;1;22:47:19
7151;3659;jvufqxanhc;0;14:33:00
7152;3659;jvufqxanhc;1;18:08:15
7153;3660;oymgfsyeon;0;08:28:50
7154;3660;oymgfsyeon;1;19:06:15
7155;3661;dwzhmnnuxi;0;20:45:42
7156;3661;dwzhmnnuxi;1;23:34:53
7157;3662;stirhusney;0;00:55:47
7158;3662;stirhusney;1;02:11:01
7159;3663;pwgxwbjdyo;0;23:50:46
7160;3663;pwgxwbjdyo;2;23:59:37
7161;3664;stirhusney;0;16:11:51
7162;3664;stirhusney;2;20:39:25
7163;3665;bihmjsrlzh;0;12:39:09
7164;3665;bihmjsrlzh;2;19:18:35
7165;3666;stirhusney;0;16:11:03
7166;3666;stirhusney;1;19:52:43
7167;3667;qvzmsdvxdw;0;04:12:38
7168;3667;qvzmsdvxdw;1;12:58:28
7169;3668;stirhusney;0;13:59:29
7170;3668;stirhusney;2;19:10:21
7171;3669;ezneoroykx;0;19:21:32
7172;3669;ezneoroykx;1;23:49:43
7173;3670;stirhusney;0;23:39:59
7174;3670;stirhusney;2;23:42:00
7175;3671;bbnclldaln;0;10:43:36
7176;3671;bbnclldaln;2;12:01:42
7177;3672;stirhusney;0;02:30:25
7178;3672;stirhusney;2;20:17:07
7179;3673;blypfhdrhn;0;02:10:29
7180;3674;stirhusney;0;13:44:06
7181;3674;stirhusney;1;21:42:56
7182;3675;wojwuunkbp;0;02:54:58
7183;3675;wojwuunkbp;1;17:19:31
7184;3676;ymxrqmgfgh;0;17:57:44
7185;3676;ymxrqmgfgh;1;21:34:01
7186;3677;mapskxqntj;0;10:23:05
7187;3677;mapskxqntj;1;15:41:06
7188;3678;ymxrqmgfgh;0;19:36:39
7189;3678;ymxrqmgfgh;2;22:30:36
7190;3679;hpopiergox;0;07:02:51
7191;3679;hpopiergox;1;13:07:53
7192;3680;ymxrqmgfgh;0;09:34:00
7193;3680;ymxrqmgfgh;2;18:56:03
7194;3681;lzxfbojqsw;0;14:43:13
7195;3681;lzxfbojqsw;1;17:04:49
7196;3682;ymxrqmgfgh;0;17:49:19
7197;3682;ymxrqmgfgh;1;21:19:03
7198;3683;gohmoetkup;0;22:46:18
7199;3683;gohmoetkup;2;22:53:50
7200;3684;ymxrqmgfgh;0;07:25:59
7201;3684;ymxrqmgfgh;1;11:40:11
7202;3685;gxzdsrevjs;0;00:03:23
7203;3685;gxzdsrevjs;1;13:58:47
7204;3686;ymxrqmgfgh;0;12:47:50
7205;3686;ymxrqmgfgh;2;21:48:10
7206;3687;rzwklbwhqu;0;02:48:45
7207;3687;rzwklbwhqu;1;17:38:14
7208;3688;ymxrqmgfgh;0;18:51:05
7209;3688;ymxrqmgfgh;1;22:37:29
7210;3689;ypuebmmlmy;0;13:12:50
7211;3689;ypuebmmlmy;1;21:02:44
7212;3690;ymxrqmgfgh;0;09:39:28
7213;3690;ymxrqmgfgh;2;22:35:42
7214;3691;nncztlyosz;0;12:15:10
7215;3691;nncztlyosz;2;19:57:56
7216;3692;shcgzbpson;0;11:29:21
7217;3692;shcgzbpson;2;15:17:34
7218;3693;rproclbrja;0;12:12:11
7219;3693;rproclbrja;2;18:26:59
7220;3694;shcgzbpson;0;13:45:03
7221;3694;shcgzbpson;2;14:31:54
7222;3695;rqvhasmbfp;0;03:08:24
7223;3696;hrglrnbqru;0;17:34:36
7224;3696;hrglrnbqru;1;19:58:52
7225;3697;lfyrwvnsmf;0;11:38:10
7226;3697;lfyrwvnsmf;2;18:04:57
7227;3698;hrglrnbqru;0;14:29:57
7228;3698;hrglrnbqru;1;22:50:22
7229;3699;xkpqfcafmj;0;01:56:53
7230;3699;xkpqfcafmj;1;06:16:22
7231;3700;gtbimfoyfp;0;09:31:40
7232;3700;gtbimfoyfp;1;13:45:15
7233;3701;mgksqzvxyy;0;09:13:47
7234;3701;mgksqzvxyy;1;13:38:51
7235;3702;gtbimfoyfp;0;23:09:02
7236;3702;gtbimfoyfp;2;23:55:05
7237;3703;vrmqtnuxti;0;22:32:57
7238;3703;vrmqtnuxti;1;23:03:05
7239;3704;gtbimfoyfp;0;12:29:02
7240;3704;gtbimfoyfp;1;16:13:44
7241;3705;ruwwyewyeh;0;07:47:12
7242;3705;ruwwyewyeh;2;07:59:57
7243;3706;gtbimfoyfp;0;07:33:19
7244;3706;gtbimfoyfp;1;13:03:58
7245;3707;izhmnyvlqs;0;00:06:58
7246;3707;izhmnyvlqs;1;19:00:55
7247;3708;gtbimfoyfp;0;12:22:54
7248;3708;gtbimfoyfp;2;15:39:30
7249;3709;deprcxayot;0;16:35:00
7250;3709;deprcxayot;2;22:51:48
7251;3710;lchdpvgwuo;0;08:08:21
7252;3710;lchdpvgwuo;2;13:13:47
7253;3711;vhxoxbmhva;0;06:50:41
7254;3711;vhxoxbmhva;2;12:36:22
7255;3712;lchdpvgwuo;0;16:22:33
7256;3712;lchdpvgwuo;2;21:11:44
7257;3713;frlecazzbb;0;17:24:00
7258;3713;frlecazzbb;1;20:55:57
7259;3714;lchdpvgwuo;0;14:38:23
7260;3714;lchdpvgwuo;1;16:10:50
7261;3715;mpiejvwbsm;0;15:02:14
7262;3715;mpiejvwbsm;1;18:18:19
7263;3716;rkgudeetuy;0;00:07:17
7264;3716;rkgudeetuy;2;09:37:39
7265;3717;aagglxmfsr;0;11:52:42
7266;3718;qnngfnhpal;0;11:22:42
7267;3718;qnngfnhpal;2;19:44:30
7268;3719;sslpxgdccg;0;09:02:01
7269;3719;sslpxgdccg;1;14:15:18
7270;3720;qnngfnhpal;0;05:27:06
7271;3720;qnngfnhpal;2;22:57:22
7272;3721;xlzswqwgmy;0;21:32:32
7273;3721;xlzswqwgmy;1;23:41:52
7274;3722;qnngfnhpal;0;06:16:45
7275;3722;qnngfnhpal;1;08:18:48
7276;3723;jxrlbpgubi;0;08:34:56
7277;3723;jxrlbpgubi;2;17:59:55
7278;3724;qnngfnhpal;0;00:22:40
7279;3724;qnngfnhpal;1;19:45:25
7280;3725;suhjxyhvnn;0;17:45:18
7281;3725;suhjxyhvnn;2;21:26:21
7282;3726;qnngfnhpal;0;13:27:50
7283;3726;qnngfnhpal;2;19:38:37
7284;3727;cxmcbwvvjs;0;12:40:23
7285;3727;cxmcbwvvjs;2;16:50:41
7286;3728;qnngfnhpal;0;18:57:10
7287;3728;qnngfnhpal;1;21:26:55
7288;3729;cldaxorbnu;0;01:19:46
7289;3729;cldaxorbnu;1;05:39:34
7290;3730;qnngfnhpal;0;13:45:54
7291;3730;qnngfnhpal;1;14:52:27
7292;3731;cjjnncwxte;0;19:00:35
7293;3731;cjjnncwxte;1;19:54:24
7294;3732;qnngfnhpal;0;20:00:02
7295;3732;qnngfnhpal;1;22:48:39
7296;3733;kqembaylts;0;09:52:16
7297;3733;kqembaylts;2;12:50:56
7298;3734;qnngfnhpal;0;17:43:11
7299;3734;qnngfnhpal;1;23:46:19
7300;3735;jpbesxybio;0;05:16:07
7301;3735;jpbesxybio;1;11:06:30
7302;3736;qnngfnhpal;0;16:39:41
7303;3736;qnngfnhpal;2;20:36:03
7304;3737;eenovfzeqg;0;22:10:19
7305;3737;eenovfzeqg;1;23:47:59
7306;3738;ifqbedsqrx;0;10:11:51
7307;3738;ifqbedsqrx;1;17:38:08
7308;3739;tegvqdgrrh;0;15:22:04
7309;3740;ifqbedsqrx;0;06:00:15
7310;3740;ifqbedsqrx;2;07:39:44
7311;3741;luuaptqhvi;0;02:24:26
7312;3741;luuaptqhvi;2;14:19:22
7313;3742;cmnxtibtit;0;00:13:49
7314;3742;cmnxtibtit;2;17:05:04
7315;3743;frofohywrz;0;03:45:54
7316;3743;frofohywrz;1;22:20:45
7317;3744;cmnxtibtit;0;12:23:16
7318;3744;cmnxtibtit;2;20:22:29
7319;3745;nqebncanee;0;17:37:01
7320;3745;nqebncanee;1;23:05:14
7321;3746;cmnxtibtit;0;01:49:06
7322;3746;cmnxtibtit;2;11:44:09
7323;3747;qkcyygmnnh;0;01:11:39
7324;3747;qkcyygmnnh;2;11:28:56
7325;3748;kxvrktbfzs;0;22:49:30
7326;3748;kxvrktbfzs;2;23:16:37
7327;3749;gflvwpjlvh;0;22:29:35
7328;3749;gflvwpjlvh;2;22:30:30
7329;3750;kxvrktbfzs;0;16:20:35
7330;3750;kxvrktbfzs;1;17:08:51
7331;3751;vjwwluxfyf;0;18:00:52
7332;3751;vjwwluxfyf;1;23:50:05
7333;3752;kxvrktbfzs;0;10:59:35
7334;3752;kxvrktbfzs;1;15:42:27
7335;3753;mpartfpmfm;0;01:09:37
7336;3753;mpartfpmfm;1;07:12:17
7337;3754;kxvrktbfzs;0;02:23:12
7338;3754;kxvrktbfzs;1;16:53:05
7339;3755;ygzvjijccf;0;12:42:46
7340;3755;ygzvjijccf;1;16:18:43
7341;3756;kxvrktbfzs;0;03:58:41
7342;3756;kxvrktbfzs;2;21:52:41
7343;3757;tcicgfzgis;0;16:17:51
7344;3757;tcicgfzgis;2;18:46:27
7345;3758;kxvrktbfzs;0;19:48:33
7346;3758;kxvrktbfzs;1;21:22:46
7347;3759;gksomjnaad;0;02:49:55
7348;3759;gksomjnaad;2;04:45:51
7349;3760;kxvrktbfzs;0;21:13:37
7350;3760;kxvrktbfzs;2;21:17:44
7351;3761;snzulcndwp;0;11:14:27
7352;3762;kxvrktbfzs;0;15:07:30
7353;3762;kxvrktbfzs;2;20:49:00
7354;3763;fciejjlmgl;0;16:40:59
7355;3763;fciejjlmgl;1;16:45:01
7356;3764;kxvrktbfzs;0;02:21:00
7357;3764;kxvrktbfzs;2;20:18:22
7358;3765;vzcqcbjwkn;0;17:19:22
7359;3765;vzcqcbjwkn;2;18:58:47
7360;3766;kxvrktbfzs;0;00:45:48
7361;3766;kxvrktbfzs;2;09:44:05
7362;3767;yeovlcznhx;0;07:12:12
